_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
9375,2017Q3,S08000020,S92000003,d,Lymphoma,"",34,"",34,""
9376,2017Q3,S08000022,S08000022,"",Lymphoma,"",20,"",20,""
9377,2017Q3,S08000022,S08000031,"",Lymphoma,"",1,"",1,""
9378,2017Q3,S08000022,S92000003,d,Lymphoma,"",21,"",21,""
9379,2017Q3,S08000024,S08000024,"",Lymphoma,"",27,"",27,""
9380,2017Q3,S08000024,S92000003,d,Lymphoma,"",27,"",27,""
9381,2017Q3,S08000026,S08000020,"",Lymphoma,"",2,"",2,""
9382,2017Q3,S08000026,S92000003,d,Lymphoma,"",2,"",2,""
9383,2017Q3,S08000029,S08000029,"",Lymphoma,"",16,"",16,""
9384,2017Q3,S08000029,S92000003,d,Lymphoma,"",16,"",16,""
9385,2017Q3,S08000030,S08000030,"",Lymphoma,"",20,"",20,""
9386,2017Q3,S08000030,S92000003,d,Lymphoma,"",20,"",20,""
9387,2017Q3,S08000031,S08000031,"",Lymphoma,"",51,"",51,""
9388,2017Q3,S08000031,S92000003,d,Lymphoma,"",51,"",51,""
9389,2017Q3,S08000032,S08000032,"",Lymphoma,"",26,"",26,""
9390,2017Q3,S08000032,S92000003,d,Lymphoma,"",26,"",26,""
9391,2017Q3,S08000015,S08000015,"",Melanoma,"",19,"",19,""
9392,2017Q3,S08000015,S08000031,"",Melanoma,"",1,"",1,""
9393,2017Q3,S08000015,S92000003,d,Melanoma,"",20,"",20,""
9394,2017Q3,S08000016,S08000016,"",Melanoma,"",11,"",11,""
9395,2017Q3,S08000016,S92000003,d,Melanoma,"",11,"",11,""
9396,2017Q3,S08000017,S08000017,"",Melanoma,"",8,"",8,""
9397,2017Q3,S08000017,S92000003,d,Melanoma,"",8,"",8,""
9398,2017Q3,S08000019,S08000019,"",Melanoma,"",18,"",16,""
9399,2017Q3,S08000019,S08000031,"",Melanoma,"",2,"",2,""
9400,2017Q3,S08000019,S92000003,d,Melanoma,"",20,"",18,""
9401,2017Q3,S08000020,S08000020,"",Melanoma,"",30,"",27,""
9402,2017Q3,S08000020,S92000003,d,Melanoma,"",30,"",27,""
9403,2017Q3,S08000022,S08000022,"",Melanoma,"",13,"",13,""
9404,2017Q3,S08000022,S08000031,"",Melanoma,"",1,"",1,""
9405,2017Q3,S08000022,S92000003,d,Melanoma,"",14,"",14,""
9406,2017Q3,S08000024,S08000024,"",Melanoma,"",38,"",38,""
9407,2017Q3,S08000024,S92000003,d,Melanoma,"",38,"",38,""
9408,2017Q3,S08000029,S08000024,"",Melanoma,"",2,"",2,""
9409,2017Q3,S08000029,S08000029,"",Melanoma,"",21,"",21,""
9410,2017Q3,S08000029,S08000030,"",Melanoma,"",1,"",1,""
9411,2017Q3,S08000029,S92000003,d,Melanoma,"",24,"",24,""
9412,2017Q3,S08000030,S08000030,"",Melanoma,"",30,"",29,""
9413,2017Q3,S08000030,S92000003,d,Melanoma,"",30,"",29,""
9414,2017Q3,S08000031,S08000031,"",Melanoma,"",78,"",77,""
9415,2017Q3,S08000031,S92000003,d,Melanoma,"",78,"",77,""
9416,2017Q3,S08000032,S08000031,"",Melanoma,"",4,"",4,""
9417,2017Q3,S08000032,S08000032,"",Melanoma,"",25,"",22,""
9418,2017Q3,S08000032,S92000003,d,Melanoma,"",29,"",26,""
9419,2017Q3,S08000015,S08000015,"",Ovarian,"",3,"",3,""
9420,2017Q3,S08000015,S08000031,"",Ovarian,"",10,"",10,""
9421,2017Q3,S08000015,S92000003,d,Ovarian,"",13,"",13,""
9422,2017Q3,S08000016,S08000016,"",Ovarian,"",2,"",2,""
9423,2017Q3,S08000016,S92000003,d,Ovarian,"",2,"",2,""
9424,2017Q3,S08000017,S08000017,"",Ovarian,"",4,"",4,""
9425,2017Q3,S08000017,S92000003,d,Ovarian,"",4,"",4,""
9426,2017Q3,S08000019,S08000019,"",Ovarian,"",4,"",3,""
9427,2017Q3,S08000019,S08000031,"",Ovarian,"",6,"",6,""
9428,2017Q3,S08000019,S92000003,d,Ovarian,"",10,"",9,""
9429,2017Q3,S08000020,S08000020,"",Ovarian,"",15,"",15,""
9430,2017Q3,S08000020,S92000003,d,Ovarian,"",15,"",15,""
9431,2017Q3,S08000022,S08000020,"",Ovarian,"",1,"",1,""
9432,2017Q3,S08000022,S08000022,"",Ovarian,"",7,"",6,""
9433,2017Q3,S08000022,S92000003,d,Ovarian,"",8,"",7,""
9434,2017Q3,S08000024,S08000024,"",Ovarian,"",30,"",29,""
9435,2017Q3,S08000024,S92000003,d,Ovarian,"",30,"",29,""
9436,2017Q3,S08000029,S08000024,"",Ovarian,"",3,"",3,""
9437,2017Q3,S08000029,S08000029,"",Ovarian,"",7,"",7,""
9438,2017Q3,S08000029,S92000003,d,Ovarian,"",10,"",10,""
9439,2017Q3,S08000030,S08000030,"",Ovarian,"",12,"",11,""
9440,2017Q3,S08000030,S92000003,d,Ovarian,"",12,"",11,""
9441,2017Q3,S08000031,S08000031,"",Ovarian,"",33,"",33,""
9442,2017Q3,S08000031,S92000003,d,Ovarian,"",33,"",33,""
9443,2017Q3,S08000032,S08000031,"",Ovarian,"",7,"",7,""
9444,2017Q3,S08000032,S08000032,"",Ovarian,"",3,"",3,""
9445,2017Q3,S08000032,S92000003,d,Ovarian,"",10,"",10,""
9446,2017Q3,S08000015,S08000015,"",Upper GI,"",33,"",33,""
9447,2017Q3,S08000015,S08000031,"",Upper GI,"",13,"",13,""
9448,2017Q3,S08000015,S92000003,d,Upper GI,"",46,"",46,""
9449,2017Q3,S08000016,S08000016,"",Upper GI,"",9,"",9,""
9450,2017Q3,S08000016,S08000024,"",Upper GI,"",2,"",2,""
9451,2017Q3,S08000016,S92000003,d,Upper GI,"",11,"",11,""
9452,2017Q3,S08000017,S08000017,"",Upper GI,"",19,"",19,""
9453,2017Q3,S08000017,S08000024,"",Upper GI,"",8,"",8,""
9454,2017Q3,S08000017,S92000003,d,Upper GI,"",27,"",27,""
9455,2017Q3,S08000019,S08000019,"",Upper GI,"",22,"",22,""
9456,2017Q3,S08000019,S08000024,"",Upper GI,"",1,"",1,""
9457,2017Q3,S08000019,S08000031,"",Upper GI,"",5,"",5,""
9458,2017Q3,S08000019,S92000003,d,Upper GI,"",28,"",28,""
9459,2017Q3,S08000020,S08000020,"",Upper GI,"",69,"",69,""
9460,2017Q3,S08000020,S08000024,"",Upper GI,"",1,"",1,""
9461,2017Q3,S08000020,S92000003,d,Upper GI,"",70,"",70,""
9462,2017Q3,S08000022,S08000022,"",Upper GI,"",32,"",31,""
9463,2017Q3,S08000022,S08000031,"",Upper GI,"",3,"",3,""
9464,2017Q3,S08000022,S92000003,d,Upper GI,"",35,"",34,""
9465,2017Q3,S08000024,S08000024,"",Upper GI,"",43,"",42,""
9466,2017Q3,S08000024,S92000003,d,Upper GI,"",43,"",42,""
9467,2017Q3,S08000025,S08000020,"",Upper GI,"",1,"",1,""
9468,2017Q3,S08000025,S08000025,"",Upper GI,"",1,"",1,""
9469,2017Q3,S08000025,S92000003,d,Upper GI,"",2,"",2,""
9470,2017Q3,S08000026,S08000020,"",Upper GI,"",1,"",1,""
9471,2017Q3,S08000026,S08000026,"",Upper GI,"",1,"",1,""
9472,2017Q3,S08000026,S92000003,d,Upper GI,"",2,"",2,""
9473,2017Q3,S08000028,S08000022,"",Upper GI,"",2,"",2,""
9474,2017Q3,S08000028,S08000028,"",Upper GI,"",1,"",1,""
9475,2017Q3,S08000028,S92000003,d,Upper GI,"",3,"",3,""
9476,2017Q3,S08000029,S08000024,"",Upper GI,"",7,"",7,""
9477,2017Q3,S08000029,S08000029,"",Upper GI,"",19,"",19,""
9478,2017Q3,S08000029,S92000003,d,Upper GI,"",26,"",26,""
9479,2017Q3,S08000030,S08000030,"",Upper GI,"",63,"",62,""
9480,2017Q3,S08000030,S92000003,d,Upper GI,"",63,"",62,""
9481,2017Q3,S08000031,S08000022,"",Upper GI,"",1,"",1,""
9482,2017Q3,S08000031,S08000024,"",Upper GI,"",1,"",1,""
9483,2017Q3,S08000031,S08000031,"",Upper GI,"",162,"",157,""
9484,2017Q3,S08000031,S92000003,d,Upper GI,"",164,"",159,""
9485,2017Q3,S08000032,S08000031,"",Upper GI,"",3,"",3,""
9486,2017Q3,S08000032,S08000032,"",Upper GI,"",41,"",41,""
9487,2017Q3,S08000032,S92000003,d,Upper GI,"",44,"",44,""
9488,2017Q3,S08000015,S08000015,"",Urological,"",67,"",65,""
9489,2017Q3,S08000015,S08000031,"",Urological,"",11,"",4,""
9490,2017Q3,S08000015,S92000003,d,Urological,"",78,"",69,""
9491,2017Q3,S08000016,S08000016,"",Urological,"",28,"",28,""
9492,2017Q3,S08000016,S08000024,"",Urological,"",13,"",7,""
9493,2017Q3,S08000016,S92000003,d,Urological,"",41,"",35,""
9494,2017Q3,S08000017,S08000017,"",Urological,"",30,"",28,""
9495,2017Q3,S08000017,S08000024,"",Urological,"",10,"",3,""
9496,2017Q3,S08000017,S92000003,d,Urological,"",40,"",31,""
9497,2017Q3,S08000019,S08000019,"",Urological,"",82,"",79,""
9498,2017Q3,S08000019,S08000031,"",Urological,"",12,"",6,""
9499,2017Q3,S08000019,S92000003,d,Urological,"",94,"",85,""
9500,2017Q3,S08000020,S08000020,"",Urological,"",146,"",117,""
9501,2017Q3,S08000020,S92000003,d,Urological,"",146,"",117,""
9502,2017Q3,S08000022,S08000020,"",Urological,"",5,"",2,""
9503,2017Q3,S08000022,S08000022,"",Urological,"",56,"",48,""
9504,2017Q3,S08000022,S08000024,"",Urological,"",2,"",1,""
9505,2017Q3,S08000022,S08000031,"",Urological,"",1,"",1,""
9506,2017Q3,S08000022,S92000003,d,Urological,"",64,"",52,""
9507,2017Q3,S08000024,S08000024,"",Urological,"",179,"",134,""
9508,2017Q3,S08000024,S92000003,d,Urological,"",179,"",134,""
9509,2017Q3,S08000026,S08000020,"",Urological,"",3,"",3,""
9510,2017Q3,S08000026,S08000026,"",Urological,"",10,"",10,""
9511,2017Q3,S08000026,S92000003,d,Urological,"",13,"",13,""
9512,2017Q3,S08000028,S08000022,"",Urological,"",2,"",2,""
9513,2017Q3,S08000028,S08000028,"",Urological,"",2,"",2,""
9514,2017Q3,S08000028,S08000031,"",Urological,"",1,"",1,""
9515,2017Q3,S08000028,S92000003,d,Urological,"",5,"",5,""
9516,2017Q3,S08000029,S08000024,"",Urological,"",14,"",13,""
9517,2017Q3,S08000029,S08000029,"",Urological,"",77,"",72,""
9518,2017Q3,S08000029,S08000030,"",Urological,"",1,"",1,""
9519,2017Q3,S08000029,S92000003,d,Urological,"",92,"",86,""
9520,2017Q3,S08000030,S08000024,"",Urological,"",2,"",0,""
9521,2017Q3,S08000030,S08000030,"",Urological,"",134,"",120,""
9522,2017Q3,S08000030,S92000003,d,Urological,"",136,"",120,""
9523,2017Q3,S08000031,S08000031,"",Urological,"",326,"",277,""
9524,2017Q3,S08000031,S92000003,d,Urological,"",327,"",278,""
9525,2017Q3,S08000031,SB0801,"",Urological,"",1,"",1,""
9526,2017Q3,S08000032,S08000031,"",Urological,"",9,"",9,""
9527,2017Q3,S08000032,S08000032,"",Urological,"",101,"",94,""
9528,2017Q3,S08000032,S92000003,d,Urological,"",110,"",103,""
9529,2017Q4,S08000015,S08000015,"",All Cancer Types,d,342,"",335,""
9530,2017Q4,S08000015,S08000017,"",All Cancer Types,d,4,"",4,""
9531,2017Q4,S08000015,S08000031,"",All Cancer Types,d,51,"",45,""
9532,2017Q4,S08000015,S92000003,d,All Cancer Types,d,404,"",391,""
9533,2017Q4,S08000015,SB0801,"",All Cancer Types,d,7,"",7,""
9534,2017Q4,S08000016,S08000016,"",All Cancer Types,d,93,"",93,""
9535,2017Q4,S08000016,S08000024,"",All Cancer Types,d,32,"",27,""
9536,2017Q4,S08000016,S92000003,d,All Cancer Types,d,125,"",120,""
9537,2017Q4,S08000017,S08000017,"",All Cancer Types,d,122,"",117,""
9538,2017Q4,S08000017,S08000024,"",All Cancer Types,d,34,"",26,""
9539,2017Q4,S08000017,S08000031,"",All Cancer Types,d,2,"",2,""
9540,2017Q4,S08000017,S08000032,"",All Cancer Types,d,1,"",1,""
9541,2017Q4,S08000017,S92000003,d,All Cancer Types,d,162,"",149,""
9542,2017Q4,S08000017,SB0801,"",All Cancer Types,d,3,"",3,""
9543,2017Q4,S08000019,S08000019,"",All Cancer Types,d,281,"",279,""
9544,2017Q4,S08000019,S08000024,"",All Cancer Types,d,5,"",5,""
9545,2017Q4,S08000019,S08000031,"",All Cancer Types,d,60,"",51,""
9546,2017Q4,S08000019,S92000003,d,All Cancer Types,d,354,"",343,""
9547,2017Q4,S08000019,SB0801,"",All Cancer Types,d,8,"",8,""
9548,2017Q4,S08000020,S08000020,"",All Cancer Types,d,667,"",590,""
9549,2017Q4,S08000020,S08000022,"",All Cancer Types,d,3,"",2,""
9550,2017Q4,S08000020,S08000026,"",All Cancer Types,d,1,"",1,""
9551,2017Q4,S08000020,S92000003,d,All Cancer Types,d,671,"",593,""
9552,2017Q4,S08000022,S08000020,"",All Cancer Types,d,11,"",6,""
9553,2017Q4,S08000022,S08000022,"",All Cancer Types,d,279,"",269,""
9554,2017Q4,S08000022,S08000024,"",All Cancer Types,d,4,"",2,""
9555,2017Q4,S08000022,S08000030,"",All Cancer Types,d,1,"",1,""
9556,2017Q4,S08000022,S08000031,"",All Cancer Types,d,3,"",3,""
9557,2017Q4,S08000022,S92000003,d,All Cancer Types,d,305,"",288,""
9558,2017Q4,S08000022,SB0801,"",All Cancer Types,d,7,"",7,""
9559,2017Q4,S08000024,S08000016,"",All Cancer Types,d,2,"",2,""
9560,2017Q4,S08000024,S08000024,"",All Cancer Types,d,868,"",822,""
9561,2017Q4,S08000024,S92000003,d,All Cancer Types,d,870,"",824,""
9562,2017Q4,S08000025,S08000020,"",All Cancer Types,d,3,"",3,""
9563,2017Q4,S08000025,S08000022,"",All Cancer Types,d,1,"",1,""
9564,2017Q4,S08000025,S08000025,"",All Cancer Types,d,2,"",2,""
9565,2017Q4,S08000025,S92000003,d,All Cancer Types,d,6,"",6,""
9566,2017Q4,S08000026,S08000020,"",All Cancer Types,d,4,"",3,""
9567,2017Q4,S08000026,S08000026,"",All Cancer Types,d,12,"",11,""
9568,2017Q4,S08000026,S92000003,d,All Cancer Types,d,16,"",14,""
9569,2017Q4,S08000028,S08000020,"",All Cancer Types,d,1,"",0,""
9570,2017Q4,S08000028,S08000022,"",All Cancer Types,d,7,"",6,""
9571,2017Q4,S08000028,S08000028,"",All Cancer Types,d,9,"",9,""
9572,2017Q4,S08000028,S08000031,"",All Cancer Types,d,2,"",2,""
9573,2017Q4,S08000028,S92000003,d,All Cancer Types,d,19,"",17,""
9574,2017Q4,S08000029,S08000024,"",All Cancer Types,d,72,"",71,""
9575,2017Q4,S08000029,S08000029,"",All Cancer Types,d,297,"",295,""
9576,2017Q4,S08000029,S08000030,"",All Cancer Types,d,14,"",13,""
9577,2017Q4,S08000029,S92000003,d,All Cancer Types,d,383,"",379,""
9578,2017Q4,S08000030,S08000020,"",All Cancer Types,d,7,"",3,""
9579,2017Q4,S08000030,S08000024,"",All Cancer Types,d,11,"",11,""
9580,2017Q4,S08000030,S08000030,"",All Cancer Types,d,499,"",475,""
9581,2017Q4,S08000030,S92000003,d,All Cancer Types,d,517,"",489,""
9582,2017Q4,S08000031,S08000019,"",All Cancer Types,d,7,"",6,""
9583,2017Q4,S08000031,S08000022,"",All Cancer Types,d,1,"",1,""
9584,2017Q4,S08000031,S08000024,"",All Cancer Types,d,1,"",1,""
9585,2017Q4,S08000031,S08000031,"",All Cancer Types,d,1452,"",1363,""
9586,2017Q4,S08000031,S08000032,"",All Cancer Types,d,8,"",8,""
9587,2017Q4,S08000031,S92000003,d,All Cancer Types,d,1517,"",1427,""
9588,2017Q4,S08000031,SB0801,"",All Cancer Types,d,48,"",48,""
9589,2017Q4,S08000032,S08000024,"",All Cancer Types,d,1,"",1,""
9590,2017Q4,S08000032,S08000031,"",All Cancer Types,d,99,"",96,""
9591,2017Q4,S08000032,S08000032,"",All Cancer Types,d,432,"",423,""
9592,2017Q4,S08000032,S92000003,d,All Cancer Types,d,546,"",534,""
9593,2017Q4,S08000032,SB0801,"",All Cancer Types,d,14,"",14,""
9594,2017Q4,S08000015,S08000015,"",Breast,"",108,"",106,""
9595,2017Q4,S08000015,S08000017,"",Breast,"",4,"",4,""
9596,2017Q4,S08000015,S92000003,d,Breast,"",112,"",110,""
9597,2017Q4,S08000016,S08000016,"",Breast,"",17,"",17,""
9598,2017Q4,S08000016,S92000003,d,Breast,"",17,"",17,""
9599,2017Q4,S08000017,S08000017,"",Breast,"",16,"",16,""
9600,2017Q4,S08000017,S92000003,d,Breast,"",16,"",16,""
9601,2017Q4,S08000019,S08000019,"",Breast,"",39,"",38,""
9602,2017Q4,S08000019,S08000031,"",Breast,"",1,"",1,""
9603,2017Q4,S08000019,S92000003,d,Breast,"",40,"",39,""
9604,2017Q4,S08000020,S08000020,"",Breast,"",127,"",114,""
9605,2017Q4,S08000020,S92000003,d,Breast,"",127,"",114,""
9606,2017Q4,S08000022,S08000022,"",Breast,"",77,"",77,""
9607,2017Q4,S08000022,S92000003,d,Breast,"",77,"",77,""
9608,2017Q4,S08000024,S08000016,"",Breast,"",1,"",1,""
9609,2017Q4,S08000024,S08000024,"",Breast,"",232,"",231,""
9610,2017Q4,S08000024,S92000003,d,Breast,"",233,"",232,""
9611,2017Q4,S08000026,S08000026,"",Breast,"",2,"",2,""
9612,2017Q4,S08000026,S92000003,d,Breast,"",2,"",2,""
9613,2017Q4,S08000029,S08000024,"",Breast,"",1,"",1,""
9614,2017Q4,S08000029,S08000029,"",Breast,"",48,"",48,""
9615,2017Q4,S08000029,S08000030,"",Breast,"",1,"",1,""
9616,2017Q4,S08000029,S92000003,d,Breast,"",50,"",50,""
9617,2017Q4,S08000030,S08000030,"",Breast,"",114,"",110,""
9618,2017Q4,S08000030,S92000003,d,Breast,"",114,"",110,""
9619,2017Q4,S08000031,S08000019,"",Breast,"",7,"",6,""
9620,2017Q4,S08000031,S08000031,"",Breast,"",326,"",296,""
9621,2017Q4,S08000031,S08000032,"",Breast,"",7,"",7,""
9622,2017Q4,S08000031,S92000003,d,Breast,"",340,"",309,""
9623,2017Q4,S08000032,S08000031,"",Breast,"",6,"",5,""
9624,2017Q4,S08000032,S08000032,"",Breast,"",67,"",67,""
9625,2017Q4,S08000032,S92000003,d,Breast,"",73,"",72,""
9626,2017Q4,S08000015,S08000031,"",Cervical,"",2,"",2,""
9627,2017Q4,S08000015,S92000003,d,Cervical,"",2,"",2,""
9628,2017Q4,S08000016,S08000024,"",Cervical,"",1,"",1,""
9629,2017Q4,S08000016,S92000003,d,Cervical,"",1,"",1,""
9630,2017Q4,S08000017,S08000017,"",Cervical,"",1,"",1,""
9631,2017Q4,S08000017,S92000003,d,Cervical,"",1,"",1,""
9632,2017Q4,S08000019,S08000031,"",Cervical,"",3,"",3,""
9633,2017Q4,S08000019,S92000003,d,Cervical,"",3,"",3,""
9634,2017Q4,S08000020,S08000020,"",Cervical,"",8,"",7,""
9635,2017Q4,S08000020,S92000003,d,Cervical,"",8,"",7,""
9636,2017Q4,S08000022,S08000022,"",Cervical,"",3,"",3,""
9637,2017Q4,S08000022,S92000003,d,Cervical,"",3,"",3,""
9638,2017Q4,S08000024,S08000024,"",Cervical,"",7,"",7,""
9639,2017Q4,S08000024,S92000003,d,Cervical,"",7,"",7,""
9640,2017Q4,S08000029,S08000024,"",Cervical,"",1,"",1,""
9641,2017Q4,S08000029,S08000029,"",Cervical,"",1,"",1,""
9642,2017Q4,S08000029,S92000003,d,Cervical,"",2,"",2,""
9643,2017Q4,S08000030,S08000020,"",Cervical,"",1,"",1,""
9644,2017Q4,S08000030,S08000030,"",Cervical,"",3,"",1,""
9645,2017Q4,S08000030,S92000003,d,Cervical,"",4,"",2,""
9646,2017Q4,S08000031,S08000031,"",Cervical,"",5,"",5,""
9647,2017Q4,S08000031,S92000003,d,Cervical,"",5,"",5,""
9648,2017Q4,S08000032,S08000031,"",Cervical,"",2,"",2,""
9649,2017Q4,S08000032,S08000032,"",Cervical,"",2,"",2,""
9650,2017Q4,S08000032,S92000003,d,Cervical,"",4,"",4,""
9651,2017Q4,S08000015,S08000015,"",Colorectal,"",60,"",57,""
9652,2017Q4,S08000015,S08000031,"",Colorectal,"",3,"",2,""
9653,2017Q4,S08000015,S92000003,d,Colorectal,"",63,"",59,""
9654,2017Q4,S08000016,S08000016,"",Colorectal,"",11,"",11,""
9655,2017Q4,S08000016,S08000024,"",Colorectal,"",4,"",4,""
9656,2017Q4,S08000016,S92000003,d,Colorectal,"",15,"",15,""
9657,2017Q4,S08000017,S08000017,"",Colorectal,"",26,"",24,""
9658,2017Q4,S08000017,S08000024,"",Colorectal,"",2,"",2,""
9659,2017Q4,S08000017,S92000003,d,Colorectal,"",28,"",26,""
9660,2017Q4,S08000019,S08000019,"",Colorectal,"",35,"",35,""
9661,2017Q4,S08000019,S08000031,"",Colorectal,"",2,"",2,""
9662,2017Q4,S08000019,S92000003,d,Colorectal,"",37,"",37,""
9663,2017Q4,S08000020,S08000020,"",Colorectal,"",85,"",78,""
9664,2017Q4,S08000020,S92000003,d,Colorectal,"",85,"",78,""
9665,2017Q4,S08000022,S08000022,"",Colorectal,"",38,"",36,""
9666,2017Q4,S08000022,S08000031,"",Colorectal,"",1,"",1,""
9667,2017Q4,S08000022,S92000003,d,Colorectal,"",39,"",37,""
9668,2017Q4,S08000024,S08000024,"",Colorectal,"",107,"",101,""
9669,2017Q4,S08000024,S92000003,d,Colorectal,"",107,"",101,""
9670,2017Q4,S08000025,S08000025,"",Colorectal,"",2,"",2,""
9671,2017Q4,S08000025,S92000003,d,Colorectal,"",2,"",2,""
9672,2017Q4,S08000026,S08000020,"",Colorectal,"",1,"",1,""
9673,2017Q4,S08000026,S92000003,d,Colorectal,"",1,"",1,""
9674,2017Q4,S08000028,S08000022,"",Colorectal,"",4,"",3,""
9675,2017Q4,S08000028,S08000028,"",Colorectal,"",1,"",1,""
9676,2017Q4,S08000028,S92000003,d,Colorectal,"",5,"",4,""
9677,2017Q4,S08000029,S08000024,"",Colorectal,"",5,"",5,""
9678,2017Q4,S08000029,S08000029,"",Colorectal,"",51,"",51,""
9679,2017Q4,S08000029,S92000003,d,Colorectal,"",56,"",56,""
9680,2017Q4,S08000030,S08000030,"",Colorectal,"",63,"",61,""
9681,2017Q4,S08000030,S92000003,d,Colorectal,"",63,"",61,""
9682,2017Q4,S08000031,S08000024,"",Colorectal,"",1,"",1,""
9683,2017Q4,S08000031,S08000031,"",Colorectal,"",179,"",174,""
9684,2017Q4,S08000031,S08000032,"",Colorectal,"",1,"",1,""
9685,2017Q4,S08000031,S92000003,d,Colorectal,"",181,"",176,""
9686,2017Q4,S08000032,S08000031,"",Colorectal,"",9,"",9,""
9687,2017Q4,S08000032,S08000032,"",Colorectal,"",72,"",71,""
9688,2017Q4,S08000032,S92000003,d,Colorectal,"",81,"",80,""
9689,2017Q4,S08000015,S08000015,"",Head & Neck,"",11,"",10,""
9690,2017Q4,S08000015,S08000031,"",Head & Neck,"",8,"",7,""
9691,2017Q4,S08000015,S92000003,d,Head & Neck,"",19,"",17,""
9692,2017Q4,S08000016,S08000016,"",Head & Neck,"",1,"",1,""
9693,2017Q4,S08000016,S08000024,"",Head & Neck,"",4,"",4,""
9694,2017Q4,S08000016,S92000003,d,Head & Neck,"",5,"",5,""
9695,2017Q4,S08000017,S08000017,"",Head & Neck,"",2,"",1,""
9696,2017Q4,S08000017,S08000024,"",Head & Neck,"",4,"",4,""
9697,2017Q4,S08000017,S08000031,"",Head & Neck,"",1,"",1,""
9698,2017Q4,S08000017,S92000003,d,Head & Neck,"",7,"",6,""
9699,2017Q4,S08000019,S08000019,"",Head & Neck,"",7,"",7,""
9700,2017Q4,S08000019,S08000031,"",Head & Neck,"",12,"",11,""
9701,2017Q4,S08000019,S92000003,d,Head & Neck,"",19,"",18,""
9702,2017Q4,S08000020,S08000020,"",Head & Neck,"",36,"",32,""
9703,2017Q4,S08000020,S08000022,"",Head & Neck,"",1,"",0,""
9704,2017Q4,S08000020,S92000003,d,Head & Neck,"",37,"",32,""
9705,2017Q4,S08000022,S08000022,"",Head & Neck,"",12,"",12,""
9706,2017Q4,S08000022,S08000030,"",Head & Neck,"",1,"",1,""
9707,2017Q4,S08000022,S92000003,d,Head & Neck,"",13,"",13,""
9708,2017Q4,S08000024,S08000024,"",Head & Neck,"",43,"",43,""
9709,2017Q4,S08000024,S92000003,d,Head & Neck,"",43,"",43,""
9710,2017Q4,S08000025,S08000020,"",Head & Neck,"",1,"",1,""
9711,2017Q4,S08000025,S92000003,d,Head & Neck,"",1,"",1,""
9712,2017Q4,S08000028,S08000031,"",Head & Neck,"",1,"",1,""
9713,2017Q4,S08000028,S92000003,d,Head & Neck,"",1,"",1,""
9714,2017Q4,S08000029,S08000024,"",Head & Neck,"",9,"",9,""
9715,2017Q4,S08000029,S08000029,"",Head & Neck,"",1,"",1,""
9716,2017Q4,S08000029,S08000030,"",Head & Neck,"",7,"",6,""
9717,2017Q4,S08000029,S92000003,d,Head & Neck,"",17,"",16,""
9718,2017Q4,S08000030,S08000030,"",Head & Neck,"",19,"",19,""
9719,2017Q4,S08000030,S92000003,d,Head & Neck,"",19,"",19,""
9720,2017Q4,S08000031,S08000031,"",Head & Neck,"",69,"",66,""
9721,2017Q4,S08000031,S92000003,d,Head & Neck,"",69,"",66,""
9722,2017Q4,S08000032,S08000031,"",Head & Neck,"",14,"",14,""
9723,2017Q4,S08000032,S08000032,"",Head & Neck,"",16,"",16,""
9724,2017Q4,S08000032,S92000003,d,Head & Neck,"",30,"",30,""
9725,2017Q4,S08000015,S08000015,"",Lung,"",30,"",30,""
9726,2017Q4,S08000015,S08000031,"",Lung,"",12,"",12,""
9727,2017Q4,S08000015,S92000003,d,Lung,"",49,"",49,""
9728,2017Q4,S08000015,SB0801,"",Lung,"",7,"",7,""
9729,2017Q4,S08000016,S08000016,"",Lung,"",16,"",16,""
9730,2017Q4,S08000016,S08000024,"",Lung,"",8,"",8,""
9731,2017Q4,S08000016,S92000003,d,Lung,"",24,"",24,""
9732,2017Q4,S08000017,S08000017,"",Lung,"",26,"",26,""
9733,2017Q4,S08000017,S08000024,"",Lung,"",7,"",7,""
9734,2017Q4,S08000017,S92000003,d,Lung,"",36,"",36,""
9735,2017Q4,S08000017,SB0801,"",Lung,"",3,"",3,""
9736,2017Q4,S08000019,S08000019,"",Lung,"",53,"",53,""
9737,2017Q4,S08000019,S08000031,"",Lung,"",14,"",12,""
9738,2017Q4,S08000019,S92000003,d,Lung,"",75,"",73,""
9739,2017Q4,S08000019,SB0801,"",Lung,"",8,"",8,""
9740,2017Q4,S08000020,S08000020,"",Lung,"",116,"",113,""
9741,2017Q4,S08000020,S92000003,d,Lung,"",116,"",113,""
9742,2017Q4,S08000022,S08000020,"",Lung,"",3,"",3,""
9743,2017Q4,S08000022,S08000022,"",Lung,"",30,"",30,""
9744,2017Q4,S08000022,S92000003,d,Lung,"",40,"",40,""
9745,2017Q4,S08000022,SB0801,"",Lung,"",7,"",7,""
9746,2017Q4,S08000024,S08000024,"",Lung,"",142,"",141,""
9747,2017Q4,S08000024,S92000003,d,Lung,"",142,"",141,""
9748,2017Q4,S08000026,S08000020,"",Lung,"",2,"",2,""
9749,2017Q4,S08000026,S92000003,d,Lung,"",2,"",2,""
