MonthOfDelay,CA,CAQF,AgeGroup,AgeGroupQF,ReasonForDelay,ReasonForDelayQF,NumberOfDelayedBedDays,AverageDailyNumberOfDelayedBeds
202006,S12000045,,18plus,d,Health and Social Care Reasons,,201,7
202006,S12000045,,18plus,d,Patient and Family Related Reasons,,0,0
202006,S12000045,,18plus,d,Code 9 AWI,,100,3
202006,S12000045,,18plus,d,Code 9 Non-AWI,,0,0
202006,S12000045,,18-74,,All Delay Reasons,d,115,4
202006,S12000045,,18-74,,Health and Social Care Reasons,,85,3
202006,S12000045,,18-74,,Patient and Family Related Reasons,,0,0
202006,S12000045,,18-74,,Code 9 AWI,,30,1
202006,S12000045,,18-74,,Code 9 Non-AWI,,0,0
202006,S12000045,,75plus,,All Delay Reasons,d,186,6
202006,S12000045,,75plus,,Health and Social Care Reasons,,116,4
202006,S12000045,,75plus,,Patient and Family Related Reasons,,0,0
202006,S12000045,,75plus,,Code 9 AWI,,70,2
202006,S12000045,,75plus,,Code 9 Non-AWI,,0,0
202006,S12000047,,18plus,d,All Delay Reasons,d,1766,59
202006,S12000047,,18plus,d,Health and Social Care Reasons,,1018,34
202006,S12000047,,18plus,d,Patient and Family Related Reasons,,1,0
202006,S12000047,,18plus,d,Code 9 AWI,,576,19
202006,S12000047,,18plus,d,Code 9 Non-AWI,,171,6
202006,S12000047,,18-74,,All Delay Reasons,d,738,25
202006,S12000047,,18-74,,Health and Social Care Reasons,,313,10
202006,S12000047,,18-74,,Patient and Family Related Reasons,,0,0
202006,S12000047,,18-74,,Code 9 AWI,,254,8
202006,S12000047,,18-74,,Code 9 Non-AWI,,171,6
202006,S12000047,,75plus,,All Delay Reasons,d,1028,34
202006,S12000047,,75plus,,Health and Social Care Reasons,,705,24
202006,S12000047,,75plus,,Patient and Family Related Reasons,,1,0
202006,S12000047,,75plus,,Code 9 AWI,,322,11
202006,S12000047,,75plus,,Code 9 Non-AWI,,0,0
202006,S12000048,,18plus,d,All Delay Reasons,d,517,17
202006,S12000048,,18plus,d,Health and Social Care Reasons,,312,10
202006,S12000048,,18plus,d,Patient and Family Related Reasons,,89,3
202006,S12000048,,18plus,d,Code 9 AWI,,7,0
202006,S12000048,,18plus,d,Code 9 Non-AWI,,109,4
202006,S12000048,,18-74,,All Delay Reasons,d,167,6
202006,S12000048,,18-74,,Health and Social Care Reasons,,77,3
202006,S12000048,,18-74,,Patient and Family Related Reasons,,0,0
202006,S12000048,,18-74,,Code 9 AWI,,0,0
202006,S12000048,,18-74,,Code 9 Non-AWI,,90,3
202006,S12000048,,75plus,,All Delay Reasons,d,350,12
202006,S12000048,,75plus,,Health and Social Care Reasons,,235,8
202006,S12000048,,75plus,,Patient and Family Related Reasons,,89,3
202006,S12000048,,75plus,,Code 9 AWI,,7,0
202006,S12000048,,75plus,,Code 9 Non-AWI,,19,1
202006,S12000049,,18plus,d,All Delay Reasons,d,3838,128
202006,S12000049,,18plus,d,Health and Social Care Reasons,,1773,59
202006,S12000049,,18plus,d,Patient and Family Related Reasons,,440,15
202006,S12000049,,18plus,d,Code 9 AWI,,1325,44
202006,S12000049,,18plus,d,Code 9 Non-AWI,,300,10
202006,S12000049,,18-74,,All Delay Reasons,d,2127,71
202006,S12000049,,18-74,,Health and Social Care Reasons,,987,33
202006,S12000049,,18-74,,Patient and Family Related Reasons,,189,6
202006,S12000049,,18-74,,Code 9 AWI,,651,22
202006,S12000049,,18-74,,Code 9 Non-AWI,,300,10
202006,S12000049,,75plus,,All Delay Reasons,d,1711,57
202006,S12000049,,75plus,,Health and Social Care Reasons,,786,26
202006,S12000049,,75plus,,Patient and Family Related Reasons,,251,8
202006,S12000049,,75plus,,Code 9 AWI,,674,22
202006,S12000049,,75plus,,Code 9 Non-AWI,,0,0
202006,S12000050,,18plus,d,All Delay Reasons,d,2577,86
202006,S12000050,,18plus,d,Health and Social Care Reasons,,2198,73
202006,S12000050,,18plus,d,Patient and Family Related Reasons,,18,1
202006,S12000050,,18plus,d,Code 9 AWI,,192,6
202006,S12000050,,18plus,d,Code 9 Non-AWI,,169,6
202006,S12000050,,18-74,,All Delay Reasons,d,876,29
202006,S12000050,,18-74,,Health and Social Care Reasons,,679,23
202006,S12000050,,18-74,,Patient and Family Related Reasons,,0,0
202006,S12000050,,18-74,,Code 9 AWI,,105,4
202006,S12000050,,18-74,,Code 9 Non-AWI,,92,3
202006,S12000050,,75plus,,All Delay Reasons,d,1701,57
202006,S12000050,,75plus,,Health and Social Care Reasons,,1519,51
202006,S12000050,,75plus,,Patient and Family Related Reasons,,18,1
202006,S12000050,,75plus,,Code 9 AWI,,87,3
202006,S12000050,,75plus,,Code 9 Non-AWI,,77,3
202006,,:,18plus,d,All Delay Reasons,d,8,0
202006,,:,18plus,d,Health and Social Care Reasons,,8,0
202006,,:,18plus,d,Patient and Family Related Reasons,,0,0
202006,,:,18plus,d,Code 9 AWI,,0,0
202006,,:,18plus,d,Code 9 Non-AWI,,0,0
202006,,:,18-74,,All Delay Reasons,d,0,0
202006,,:,18-74,,Health and Social Care Reasons,,0,0
202006,,:,18-74,,Patient and Family Related Reasons,,0,0
202006,,:,18-74,,Code 9 AWI,,0,0
202006,,:,18-74,,Code 9 Non-AWI,,0,0
202006,,:,75plus,,All Delay Reasons,d,8,0
202006,,:,75plus,,Health and Social Care Reasons,,8,0
202006,,:,75plus,,Patient and Family Related Reasons,,0,0
202006,,:,75plus,,Code 9 AWI,,0,0
202006,,:,75plus,,Code 9 Non-AWI,,0,0
202006,S92000003,d,18plus,d,All Delay Reasons,d,23729,791
202006,S92000003,d,18plus,d,Health and Social Care Reasons,,14821,494
202006,S92000003,d,18plus,d,Patient and Family Related Reasons,,993,33
202006,S92000003,d,18plus,d,Code 9 AWI,,5209,174
202006,S92000003,d,18plus,d,Code 9 Non-AWI,,2706,90
202006,S92000003,d,18-74,,All Delay Reasons,d,9135,305
202006,S92000003,d,18-74,,Health and Social Care Reasons,,5117,171
202006,S92000003,d,18-74,,Patient and Family Related Reasons,,251,8
202006,S92000003,d,18-74,,Code 9 AWI,,1900,63
202006,S92000003,d,18-74,,Code 9 Non-AWI,,1867,62
202006,S92000003,d,75plus,,All Delay Reasons,d,14594,486
202006,S92000003,d,75plus,,Health and Social Care Reasons,,9704,323
202006,S92000003,d,75plus,,Patient and Family Related Reasons,,742,25
202006,S92000003,d,75plus,,Code 9 AWI,,3309,110
202006,S92000003,d,75plus,,Code 9 Non-AWI,,839,28
202007,S12000005,,18plus,d,All Delay Reasons,d,152,5
202007,S12000005,,18plus,d,Health and Social Care Reasons,,64,2
202007,S12000005,,18plus,d,Patient and Family Related Reasons,,0,0
202007,S12000005,,18plus,d,Code 9 AWI,,56,2
202007,S12000005,,18plus,d,Code 9 Non-AWI,,32,1
202007,S12000005,,18-74,,All Delay Reasons,d,58,2
202007,S12000005,,18-74,,Health and Social Care Reasons,,9,0
202007,S12000005,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000005,,18-74,,Code 9 AWI,,25,1
202007,S12000005,,18-74,,Code 9 Non-AWI,,24,1
202007,S12000005,,75plus,,All Delay Reasons,d,94,3
202007,S12000005,,75plus,,Health and Social Care Reasons,,55,2
202007,S12000005,,75plus,,Patient and Family Related Reasons,,0,0
202007,S12000005,,75plus,,Code 9 AWI,,31,1
202007,S12000005,,75plus,,Code 9 Non-AWI,,8,0
202007,S12000006,,18plus,d,All Delay Reasons,d,685,22
202007,S12000006,,18plus,d,Health and Social Care Reasons,,459,15
202007,S12000006,,18plus,d,Patient and Family Related Reasons,,0,0
202007,S12000006,,18plus,d,Code 9 AWI,,102,3
202007,S12000006,,18plus,d,Code 9 Non-AWI,,124,4
202007,S12000006,,18-74,,All Delay Reasons,d,424,14
202007,S12000006,,18-74,,Health and Social Care Reasons,,266,9
202007,S12000006,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000006,,18-74,,Code 9 AWI,,65,2
202007,S12000006,,18-74,,Code 9 Non-AWI,,93,3
202007,S12000006,,75plus,,All Delay Reasons,d,261,8
202007,S12000006,,75plus,,Health and Social Care Reasons,,193,6
202007,S12000006,,75plus,,Patient and Family Related Reasons,,0,0
202007,S12000006,,75plus,,Code 9 AWI,,37,1
202007,S12000006,,75plus,,Code 9 Non-AWI,,31,1
202007,S12000008,,18plus,d,All Delay Reasons,d,247,8
202007,S12000008,,18plus,d,Health and Social Care Reasons,,153,5
202007,S12000008,,18plus,d,Patient and Family Related Reasons,,0,0
202007,S12000008,,18plus,d,Code 9 AWI,,71,2
202007,S12000008,,18plus,d,Code 9 Non-AWI,,23,1
202007,S12000008,,18-74,,All Delay Reasons,d,35,1
202007,S12000008,,18-74,,Health and Social Care Reasons,,15,0
202007,S12000008,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000008,,18-74,,Code 9 AWI,,7,0
202007,S12000008,,18-74,,Code 9 Non-AWI,,13,0
202007,S12000008,,75plus,,All Delay Reasons,d,212,7
202007,S12000008,,75plus,,Health and Social Care Reasons,,138,4
202007,S12000008,,75plus,,Patient and Family Related Reasons,,0,0
202007,S12000008,,75plus,,Code 9 AWI,,64,2
202007,S12000008,,75plus,,Code 9 Non-AWI,,10,0
202007,S12000010,,18plus,d,All Delay Reasons,d,615,20
202007,S12000010,,18plus,d,Health and Social Care Reasons,,538,17
202007,S12000010,,18plus,d,Patient and Family Related Reasons,,31,1
202007,S12000010,,18plus,d,Code 9 AWI,,31,1
202007,S12000010,,18plus,d,Code 9 Non-AWI,,15,0
202007,S12000010,,18-74,,All Delay Reasons,d,173,6
202007,S12000010,,18-74,,Health and Social Care Reasons,,143,5
202007,S12000010,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000010,,18-74,,Code 9 AWI,,15,0
202007,S12000010,,18-74,,Code 9 Non-AWI,,15,0
202007,S12000010,,75plus,,All Delay Reasons,d,442,14
202007,S12000010,,75plus,,Health and Social Care Reasons,,395,13
202007,S12000010,,75plus,,Patient and Family Related Reasons,,31,1
202007,S12000010,,75plus,,Code 9 AWI,,16,1
202007,S12000010,,75plus,,Code 9 Non-AWI,,0,0
202007,S12000011,,18plus,d,All Delay Reasons,d,124,4
202007,S12000011,,18plus,d,Health and Social Care Reasons,,95,3
202007,S12000011,,18plus,d,Patient and Family Related Reasons,,0,0
202007,S12000011,,18plus,d,Code 9 AWI,,29,1
202007,S12000011,,18plus,d,Code 9 Non-AWI,,0,0
202007,S12000011,,18-74,,All Delay Reasons,d,18,1
202007,S12000011,,18-74,,Health and Social Care Reasons,,18,1
202007,S12000011,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000011,,18-74,,Code 9 AWI,,0,0
202007,S12000011,,18-74,,Code 9 Non-AWI,,0,0
202007,S12000011,,75plus,,All Delay Reasons,d,106,3
202007,S12000011,,75plus,,Health and Social Care Reasons,,77,2
202007,S12000011,,75plus,,Patient and Family Related Reasons,,0,0
202007,S12000011,,75plus,,Code 9 AWI,,29,1
202007,S12000011,,75plus,,Code 9 Non-AWI,,0,0
202007,S12000013,,18plus,d,All Delay Reasons,d,181,6
202007,S12000013,,18plus,d,Health and Social Care Reasons,,134,4
202007,S12000013,,18plus,d,Patient and Family Related Reasons,,0,0
202007,S12000013,,18plus,d,Code 9 AWI,,0,0
202007,S12000013,,18plus,d,Code 9 Non-AWI,,47,2
202007,S12000013,,18-74,,All Delay Reasons,d,51,2
202007,S12000013,,18-74,,Health and Social Care Reasons,,51,2
202007,S12000013,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000013,,18-74,,Code 9 AWI,,0,0
202007,S12000013,,18-74,,Code 9 Non-AWI,,0,0
202007,S12000013,,75plus,,All Delay Reasons,d,130,4
202007,S12000013,,75plus,,Health and Social Care Reasons,,83,3
202007,S12000013,,75plus,,Patient and Family Related Reasons,,0,0
202007,S12000013,,75plus,,Code 9 AWI,,0,0
202007,S12000013,,75plus,,Code 9 Non-AWI,,47,2
202007,S12000014,,18plus,d,All Delay Reasons,d,1093,35
202007,S12000014,,18plus,d,Health and Social Care Reasons,,577,19
202007,S12000014,,18plus,d,Patient and Family Related Reasons,,0,0
202007,S12000014,,18plus,d,Code 9 AWI,,355,11
202007,S12000014,,18plus,d,Code 9 Non-AWI,,161,5
202007,S12000014,,18-74,,All Delay Reasons,d,317,10
202007,S12000014,,18-74,,Health and Social Care Reasons,,97,3
202007,S12000014,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000014,,18-74,,Code 9 AWI,,141,5
202007,S12000014,,18-74,,Code 9 Non-AWI,,79,3
202007,S12000014,,75plus,,All Delay Reasons,d,776,25
202007,S12000014,,75plus,,Health and Social Care Reasons,,480,15
202007,S12000014,,75plus,,Patient and Family Related Reasons,,0,0
202007,S12000014,,75plus,,Code 9 AWI,,214,7
202007,S12000014,,75plus,,Code 9 Non-AWI,,82,3
202007,S12000017,,18plus,d,All Delay Reasons,d,2081,67
202007,S12000017,,18plus,d,Health and Social Care Reasons,,1520,49
202007,S12000017,,18plus,d,Patient and Family Related Reasons,,54,2
202007,S12000017,,18plus,d,Code 9 AWI,,254,8
202007,S12000017,,18plus,d,Code 9 Non-AWI,,253,8
202007,S12000017,,18-74,,All Delay Reasons,d,744,24
202007,S12000017,,18-74,,Health and Social Care Reasons,,477,15
202007,S12000017,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000017,,18-74,,Code 9 AWI,,88,3
202007,S12000017,,18-74,,Code 9 Non-AWI,,179,6
202007,S12000017,,75plus,,All Delay Reasons,d,1337,43
202007,S12000017,,75plus,,Health and Social Care Reasons,,1043,34
202007,S12000017,,75plus,,Patient and Family Related Reasons,,54,2
202007,S12000017,,75plus,,Code 9 AWI,,166,5
202007,S12000017,,75plus,,Code 9 Non-AWI,,74,2
202007,S12000018,,18plus,d,All Delay Reasons,d,46,1
202007,S12000018,,18plus,d,Health and Social Care Reasons,,30,1
202007,S12000018,,18plus,d,Patient and Family Related Reasons,,16,1
202007,S12000018,,18plus,d,Code 9 AWI,,0,0
202007,S12000018,,18plus,d,Code 9 Non-AWI,,0,0
202007,S12000018,,18-74,,All Delay Reasons,d,11,0
202007,S12000018,,18-74,,Health and Social Care Reasons,,11,0
202007,S12000018,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000018,,18-74,,Code 9 AWI,,0,0
202007,S12000018,,18-74,,Code 9 Non-AWI,,0,0
202007,S12000018,,75plus,,All Delay Reasons,d,35,1
202007,S12000018,,75plus,,Health and Social Care Reasons,,19,1
202007,S12000018,,75plus,,Patient and Family Related Reasons,,16,1
202007,S12000018,,75plus,,Code 9 AWI,,0,0
202007,S12000018,,75plus,,Code 9 Non-AWI,,0,0
202007,S12000019,,18plus,d,All Delay Reasons,d,702,23
202007,S12000019,,18plus,d,Health and Social Care Reasons,,636,21
202007,S12000019,,18plus,d,Patient and Family Related Reasons,,25,1
202007,S12000019,,18plus,d,Code 9 AWI,,41,1
202007,S12000019,,18plus,d,Code 9 Non-AWI,,0,0
202007,S12000019,,18-74,,All Delay Reasons,d,235,8
202007,S12000019,,18-74,,Health and Social Care Reasons,,210,7
202007,S12000019,,18-74,,Patient and Family Related Reasons,,25,1
202007,S12000019,,18-74,,Code 9 AWI,,0,0
202007,S12000019,,18-74,,Code 9 Non-AWI,,0,0
202007,S12000019,,75plus,,All Delay Reasons,d,467,15
202007,S12000019,,75plus,,Health and Social Care Reasons,,426,14
202007,S12000019,,75plus,,Patient and Family Related Reasons,,0,0
202007,S12000019,,75plus,,Code 9 AWI,,41,1
202007,S12000019,,75plus,,Code 9 Non-AWI,,0,0
202007,S12000020,,18plus,d,All Delay Reasons,d,468,15
202007,S12000020,,18plus,d,Health and Social Care Reasons,,388,13
202007,S12000020,,18plus,d,Patient and Family Related Reasons,,1,0
202007,S12000020,,18plus,d,Code 9 AWI,,40,1
202007,S12000020,,18plus,d,Code 9 Non-AWI,,39,1
202007,S12000020,,18-74,,All Delay Reasons,d,131,4
202007,S12000020,,18-74,,Health and Social Care Reasons,,92,3
202007,S12000020,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000020,,18-74,,Code 9 AWI,,0,0
202007,S12000020,,18-74,,Code 9 Non-AWI,,39,1
202007,S12000020,,75plus,,All Delay Reasons,d,337,11
202007,S12000020,,75plus,,Health and Social Care Reasons,,296,10
202007,S12000020,,75plus,,Patient and Family Related Reasons,,1,0
202007,S12000020,,75plus,,Code 9 AWI,,40,1
202007,S12000020,,75plus,,Code 9 Non-AWI,,0,0
202007,S12000021,,18plus,d,All Delay Reasons,d,410,13
202007,S12000021,,18plus,d,Health and Social Care Reasons,,270,9
202007,S12000021,,18plus,d,Patient and Family Related Reasons,,3,0
202007,S12000021,,18plus,d,Code 9 AWI,,137,4
202007,S12000021,,18plus,d,Code 9 Non-AWI,,0,0
202007,S12000021,,18-74,,All Delay Reasons,d,121,4
202007,S12000021,,18-74,,Health and Social Care Reasons,,59,2
202007,S12000021,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000021,,18-74,,Code 9 AWI,,62,2
202007,S12000021,,18-74,,Code 9 Non-AWI,,0,0
202007,S12000021,,75plus,,All Delay Reasons,d,289,9
202007,S12000021,,75plus,,Health and Social Care Reasons,,211,7
202007,S12000021,,75plus,,Patient and Family Related Reasons,,3,0
202007,S12000021,,75plus,,Code 9 AWI,,75,2
202007,S12000021,,75plus,,Code 9 Non-AWI,,0,0
202007,S12000023,,18plus,d,All Delay Reasons,d,75,2
202007,S12000023,,18plus,d,Health and Social Care Reasons,,23,1
202007,S12000023,,18plus,d,Patient and Family Related Reasons,,0,0
202007,S12000023,,18plus,d,Code 9 AWI,,28,1
202007,S12000023,,18plus,d,Code 9 Non-AWI,,24,1
202007,S12000023,,18-74,,All Delay Reasons,d,24,1
202007,S12000023,,18-74,,Health and Social Care Reasons,,0,0
202007,S12000023,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000023,,18-74,,Code 9 AWI,,0,0
202007,S12000023,,18-74,,Code 9 Non-AWI,,24,1
202007,S12000023,,75plus,,All Delay Reasons,d,51,2
202007,S12000023,,75plus,,Health and Social Care Reasons,,23,1
202007,S12000023,,75plus,,Patient and Family Related Reasons,,0,0
202007,S12000023,,75plus,,Code 9 AWI,,28,1
202007,S12000023,,75plus,,Code 9 Non-AWI,,0,0
202007,S12000026,,18plus,d,All Delay Reasons,d,873,28
202007,S12000026,,18plus,d,Health and Social Care Reasons,,693,22
202007,S12000026,,18plus,d,Patient and Family Related Reasons,,12,0
202007,S12000026,,18plus,d,Code 9 AWI,,106,3
202007,S12000026,,18plus,d,Code 9 Non-AWI,,62,2
202007,S12000026,,18-74,,All Delay Reasons,d,255,8
202007,S12000026,,18-74,,Health and Social Care Reasons,,255,8
202007,S12000026,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000026,,18-74,,Code 9 AWI,,0,0
202007,S12000026,,18-74,,Code 9 Non-AWI,,0,0
202007,S12000026,,75plus,,All Delay Reasons,d,618,20
202007,S12000026,,75plus,,Health and Social Care Reasons,,438,14
202007,S12000026,,75plus,,Patient and Family Related Reasons,,12,0
202007,S12000026,,75plus,,Code 9 AWI,,106,3
202007,S12000026,,75plus,,Code 9 Non-AWI,,62,2
202007,S12000027,,18plus,d,All Delay Reasons,d,25,1
202007,S12000027,,18plus,d,Health and Social Care Reasons,,20,1
202007,S12000027,,18plus,d,Patient and Family Related Reasons,,5,0
202007,S12000027,,18plus,d,Code 9 AWI,,0,0
202007,S12000027,,18plus,d,Code 9 Non-AWI,,0,0
202007,S12000027,,18-74,,All Delay Reasons,d,8,0
202007,S12000027,,18-74,,Health and Social Care Reasons,,8,0
202007,S12000027,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000027,,18-74,,Code 9 AWI,,0,0
202007,S12000027,,18-74,,Code 9 Non-AWI,,0,0
202007,S12000027,,75plus,,All Delay Reasons,d,17,1
202007,S12000027,,75plus,,Health and Social Care Reasons,,12,0
202007,S12000027,,75plus,,Patient and Family Related Reasons,,5,0
202007,S12000027,,75plus,,Code 9 AWI,,0,0
202007,S12000027,,75plus,,Code 9 Non-AWI,,0,0
202007,S12000028,,18plus,d,All Delay Reasons,d,983,32
202007,S12000028,,18plus,d,Health and Social Care Reasons,,541,17
202007,S12000028,,18plus,d,Patient and Family Related Reasons,,19,1
202007,S12000028,,18plus,d,Code 9 AWI,,335,11
202007,S12000028,,18plus,d,Code 9 Non-AWI,,88,3
202007,S12000028,,18-74,,All Delay Reasons,d,303,10
202007,S12000028,,18-74,,Health and Social Care Reasons,,86,3
202007,S12000028,,18-74,,Patient and Family Related Reasons,,19,1
202007,S12000028,,18-74,,Code 9 AWI,,154,5
202007,S12000028,,18-74,,Code 9 Non-AWI,,44,1
202007,S12000028,,75plus,,All Delay Reasons,d,680,22
202007,S12000028,,75plus,,Health and Social Care Reasons,,455,15
202007,S12000028,,75plus,,Patient and Family Related Reasons,,0,0
202007,S12000028,,75plus,,Code 9 AWI,,181,6
202007,S12000028,,75plus,,Code 9 Non-AWI,,44,1
202007,S12000029,,18plus,d,All Delay Reasons,d,1969,64
202007,S12000029,,18plus,d,Health and Social Care Reasons,,1563,50
202007,S12000029,,18plus,d,Patient and Family Related Reasons,,43,1
202007,S12000029,,18plus,d,Code 9 AWI,,225,7
202007,S12000029,,18plus,d,Code 9 Non-AWI,,138,4
202007,S12000029,,18-74,,All Delay Reasons,d,617,20
202007,S12000029,,18-74,,Health and Social Care Reasons,,480,15
202007,S12000029,,18-74,,Patient and Family Related Reasons,,1,0
202007,S12000029,,18-74,,Code 9 AWI,,68,2
202007,S12000029,,18-74,,Code 9 Non-AWI,,68,2
202007,S12000029,,75plus,,All Delay Reasons,d,1352,44
202007,S12000029,,75plus,,Health and Social Care Reasons,,1083,35
202007,S12000029,,75plus,,Patient and Family Related Reasons,,42,1
202007,S12000029,,75plus,,Code 9 AWI,,157,5
202007,S12000029,,75plus,,Code 9 Non-AWI,,70,2
202007,S12000030,,18plus,d,All Delay Reasons,d,403,13
202007,S12000030,,18plus,d,Health and Social Care Reasons,,141,5
202007,S12000030,,18plus,d,Patient and Family Related Reasons,,0,0
202007,S12000030,,18plus,d,Code 9 AWI,,66,2
202007,S12000030,,18plus,d,Code 9 Non-AWI,,196,6
202007,S12000030,,18-74,,All Delay Reasons,d,192,6
202007,S12000030,,18-74,,Health and Social Care Reasons,,56,2
202007,S12000030,,18-74,,Patient and Family Related Reasons,,0,0
202007,S12000030,,18-74,,Code 9 AWI,,24,1
202007,S12000030,,18-74,,Code 9 Non-AWI,,112,4
202007,S12000030,,75plus,,All Delay Reasons,d,211,7
202007,S12000030,,75plus,,Health and Social Care Reasons,,85,3
202007,S12000030,,75plus,,Patient and Family Related Reasons,,0,0
202007,S12000030,,75plus,,Code 9 AWI,,42,1
